shortcode,url,caption,date,location,likes
CbTzsJgJGB_,https://www.instagram.com/p/CbTzsJgJGB_/,"Continue…
Karena sudah malam setelah nengok saudara jadilah makan di nasi uduk toha karena dia buka sampe lewat tengah malam
Nasi uduk toha 3/5
Besok pagi habis papa acara keluarga besar mama di hotel jam 12 kita makan di baso sony dan pempek tenda biru kemudian beli oleh2x…
Baso sony  3/5
Pempek tenda biru 4.25/5

Sambil menunggu kapal fery jam 18:45
Kita ke @aranglampung dari bandar lampung 1,5jam via tol tetapi jika sudah masuk jalanan desa jlananya aga berlubang, klo sudah masuk kawasan wisatanya jalanya berbatu…

Tiket masuk dewasa 3 orang (anak anak dibawah 5thn free) total 150k 
Tetapi sudah termasuk mobil HLUX antar jemput pantai dan free voucher makan @100k total voucher 300k ( makananya bisa di bilang overpriced) menu makanan yg dipesan :
Sirloin meltic,french fries 300gr, beef slice 250gr, nasi goreng ayam,lecy tea, kelapa batok 2, free sauce/bumbu grill dan alat bakar+arang…total mkan sktr 400an tetapi krn tiket masuk sdh termasuk voucher makan maka kami membayar sisanya 130k
Total makan, tiket masuk dan sewa hilux ke pantai = 150k+130k=280k worth it sh karena pantai bersih bisa renang ada tempat untuk rebahan free, adem tetapi hati hati krn ombaknya lumayan tinggi..

Tips bawa anak : 
1. Download video yutub di hp/tab anak
2. Bawa cemilan, susu, dll
3. Bawa buku favorit anak
4. Bed cover dan bantal buat rebahan
5. Bawa vitamin anak

Sayang banget mendadak tidak prepare apapun next insyAllah explore pantai lampung lagi pantainya bagus pake kamera hp udah bagus, dari arang beach ke pelabuhan 1.5jam lumayan liburan tipis2 btw kita di sini cuma 2jam krn cuma nunggu jadwal kapal fery..jgn lupa reservasi dulu nomornya ada di ig @aranglampung 

#arangbeach #visitlampungselatan #familytime #masyaallahtabarakallah #33weekspregnant",2022-03-20 03:08:38,,18
CaxC8ZKvVfi,https://www.instagram.com/p/CaxC8ZKvVfi/,"Menunggu yang akan berlalu.
Menanti yang akan pergi
Walaupun cuma sesaat ku nikmati .
Esok pagi akan menyapa kembali  dgn penuh berseri
#lampung
#visitlampungselatan
@explorewisatalampung
@pulaumengkudu
@wisatalampungselatan",2022-03-06 14:50:13,,114
CaPiZF2h-Tb,https://www.instagram.com/p/CaPiZF2h-Tb/,"#sunset
.
Pantai Kedu merupakan salah satu jenis pantai berpasir putih yang halus dan salah satu pantai yang biasa dijelajahi.
Pantai Kedu populer karena keunikannya yang menghadap ke arah barat. Hal ini menjadikan posisi pantai yang satu ini sangat cocok untuk melihat sunset. Tidak hanya itu, pantai ini dihiasi oleh gugusan Pulau Krakatau dan tampak elok pemandangan gunung Rajabasa yang memang seolah-olah menampakan dirinya di atas air laut
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-21 14:30:51,,12
CaPiS4Rvfei,https://www.instagram.com/p/CaPiS4Rvfei/,"#sunset
.
Pantai Kedu merupakan salah satu jenis pantai berpasir putih yang halus dan salah satu pantai yang biasa dijelajahi.
Pantai Kedu populer karena keunikannya yang menghadap ke arah barat. Hal ini menjadikan posisi pantai yang satu ini sangat cocok untuk melihat sunset. Tidak hanya itu, pantai ini dihiasi oleh gugusan Pulau Krakatau dan tampak elok pemandangan gunung Rajabasa yang memang seolah-olah menampakan dirinya di atas air laut
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-21 14:30:00,,44
CZysqkKh9Cv,https://www.instagram.com/p/CZysqkKh9Cv/,"#sunset
.
Sunset mengajarkan kita bahwa hidup tak selalu cemerlang dan bersinar
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-10 09:42:38,,15
CZysb4MvgmS,https://www.instagram.com/p/CZysb4MvgmS/,"#sunset
.
Sunset mengajarkan kita bahwa hidup tak selalu cemerlang dan bersinar
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-10 09:40:38,,29
CZqyHhvhba6,https://www.instagram.com/p/CZqyHhvhba6/,"#sunset
.
Berbicara dan berlakulah dengan baik kepada orang yang menjahati Anda. Mereka boleh jahat, tapi Anda tetap baik
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-07 07:56:22,,10
CZqx_r0PHmh,https://www.instagram.com/p/CZqx_r0PHmh/,"#sunset
.
Berbicara dan berlakulah dengan baik kepada orang yang menjahati Anda. Mereka boleh jahat, tapi Anda tetap baik
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-07 07:55:17,,38
CZjhFN8hsXZ,https://www.instagram.com/p/CZjhFN8hsXZ/,"#sunset
.
Terkadang kamu tersenyum, bukan karena ada hal yang menyenangkan hatimu, tapi karena kamu tahu bersedih takkan selesaikan masalah
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-04 12:12:49,,8
CZjhBDKPc8k,https://www.instagram.com/p/CZjhBDKPc8k/,"#sunset
.
Terkadang kamu tersenyum, bukan karena ada hal yang menyenangkan hatimu, tapi karena kamu tahu bersedih takkan selesaikan masalah
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-04 12:12:15,,42
CZg3whphycN,https://www.instagram.com/p/CZg3whphycN/,"#sunset
.
Sirik, tanda tak mampu. Disiriki adalah tanda Anda lebih bahagia darinya. Bersyukurlah, dan doakan kebaikan baginya
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-03 11:33:15,,7
CZg3nD-vs7v,https://www.instagram.com/p/CZg3nD-vs7v/,"#sunset
.
Sirik, tanda tak mampu. Disiriki adalah tanda Anda lebih bahagia darinya. Bersyukurlah, dan doakan kebaikan baginya
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-03 11:31:57,,36
CZcTKvzhSSX,https://www.instagram.com/p/CZcTKvzhSSX/,"Jika engkau ingin berbahagia, janganlah kau bandingkan kelemahanmu dengan kekuatan orang lain.
.
Yuk mabar
. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-01 16:56:33,,10
CZbhfwRhJ55,https://www.instagram.com/p/CZbhfwRhJ55/,"Jika seseorang menghinamu, berterima kasih lah, karena sesungguhnya mereka telah mengorbankan waktunya hanya untuk membantumu menjadi lebih baik
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-01 09:42:31,,9
CZbhSVdvqCu,https://www.instagram.com/p/CZbhSVdvqCu/,"Jika seseorang menghinamu, berterima kasih lah, karena sesungguhnya mereka telah mengorbankan waktunya hanya untuk membantumu menjadi lebih baik
.
.
Yuk hiling
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-02-01 09:40:41,,58
CZY6Zr_Pso8,https://www.instagram.com/p/CZY6Zr_Pso8/,"Jika engkau ingin berbahagia, janganlah kau bandingkan kelemahanmu dengan kekuatan orang lain.
.
Yuk mabar
. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",2022-01-31 09:22:25,,61
CV8BVH7jNyo,https://www.instagram.com/p/CV8BVH7jNyo/,Wisata air tawar Lampung Selatan @WTC with @vb__juanda #wisatalampung #wisatalampungselatan #wisataair #wisataairtawar #visitlampung #visitlampungselatan #wonder #wonderfullindonesia #wonderful_places,2021-11-06 14:31:44,,8
CUqzZgHhcwi,https://www.instagram.com/p/CUqzZgHhcwi/,"Hari rabu yg cerah 
Semoga hari ini allah memudah kan urusan kita semua
#samba #visitlampungselatan #cabe #sambelkecombrang #sambelado",2021-10-06 01:30:35,,4
CROq7ApgR0H,https://www.instagram.com/p/CROq7ApgR0H/,"Apa pun situasi nya kalau mau holiday mh lanjut....
:
📌 Umang Umang island
  Pulau Sebesi Lampung
  Selatan
🔭🏝️🏝️🏝️🏝️
#lampungselatanindonesia #holiday #trevelerindonesia #treveling #ilovelampung #iloveindonesia #jelajahlampung #visitlampung #visitlampungselatan #wonderfullindonesia #wonderfullampung",2021-07-12 13:43:59,,61
CRINhvNNEsp,https://www.instagram.com/p/CRINhvNNEsp/,"Pandangi walau hanya sesaat...

... Nikmati
... Syukuri

Editing 📷 @akbaraidhil

#pintulangitlampung #lengkunglangitlampung #kampungvietnamlampung #lampungselatan #bandarlampung #eksplorlampungselatan #visitlampungselatan #jalanjalanlampung",2021-07-10 01:31:18,,54
CQFKodfMFpw,https://www.instagram.com/p/CQFKodfMFpw/,""" Kau tunduk kepada alam selama belum melihat Penciptanya. Jika kau telah menyaksikan-Nya maka alam akan tunduk kepadamu."" 

 ~  Ibnu Athaillah ~

Running and Swimming Time 

#running 
#swimming 
#runforhumanity 
#runforibadah 
#justicerunners 
#bugarsepanjangusia 
#keepstrong 
#staystrong 
#visitlampung 
#visitlampungselatan 
#silahturahmi
#ayolebihbaik",2021-06-14 00:36:53,,29
CPpmWqGJi_Q,https://www.instagram.com/p/CPpmWqGJi_Q/,"#wonderfullindonesia
#wonderfulllampung
#amongkrui
#pesisirselatan 
#pesisirbaratlampung 
#lampunghits 
#visitlampung
#visitlampungbarat
#visitlampungselatan
#mulilampung",2021-06-03 07:43:06,,51
CODN20pFUDO,https://www.instagram.com/p/CODN20pFUDO/,"Kemeja Flanel Esprit
Rp 130.000
.
.
Original
Tersedia size M L dan XL
.
.
Whatsapp : 082226112926
Shopee : wfstoreofficial
.
.
#unssolo #umssurakarta #unyjogja #umyyogyakarta #ugmyogyakarta #unnessemarang #undipsemarang #iainsurakarta #uadyogyakarta #sukoharjo #solo #surakarta #boyolali #wonogiri #sragen #klaten #yogyakarta #jogja #kemejaflaneljambi #kemejaflanelbogor #kemejaflanelpalembang #kemejaflanelsuperpremium #kemejaflanelbekas #visitlampung #visitlampungbarat #visitlampungselatan #visitlampung2016 #visitlampung2017",2021-04-24 13:23:47,,1
CN5EmWUsuxn,https://www.instagram.com/p/CN5EmWUsuxn/,"Boyfriend Jeans
Kode : 7184
Rp 112.000
.
.
Tersedia ukuran 27 29 30
.
.
Whatsapp : 082226112926
Shopee : wfstoreofficial
.
.
#unscantik #umscantik #unycantik #umycantik #ugmcantik #uadcantik #unnescantik #undipcantik #unssolo #umssurakarta #undip #unnes #uny #ugm #umy #uad #boyfriendjeansmurahbanget #boyfriendjeansreadystock #boyfriendjeansbali #boyfriendjeansimport #boyfriendjeansgivanka #visitlampungbeach #visitlampung2k17 #visitlampungindonesia #visitlampungco #visitlampungselatan",2021-04-20 14:50:30,,0
CNOvj-XH77w,https://www.instagram.com/p/CNOvj-XH77w/,"The Amazing lampung selatan
@elty_krakatoa 
#eltykrakatoaresort
#visitlampung 
#visitlampungselatan",2021-04-04 04:18:34,,38
CNM_b70HA24,https://www.instagram.com/p/CNM_b70HA24/,"#Repost @mbeachlampung with @make_repost
・・・
Jadikan hari specialmu bersama orang-orang tercinta menjadi hari yang indah dan tak terlupakan. 
Dan biarkan kami menjadi bagian dari sejarah kebahagiaan yang akan kalian bangun... ☺️
Untuk kalian yang mau mengukir moment indahnya di Pantai @mbeachlampung. Boleh konsultasi soal paket-paket dekorasi dan harga yang bervariasi menyesuakan dengan kebutuhan anda. 😊
.
Buat kamu yang ingin mengadakan acara Gathering & Outing juga wedding seperti pasangan pengantin ini ? gak ada yang lain cuma @mbeachlampung 
Pilihan tepat untuk acaramu. 
Ayoo tunggu apalagi? 
Yuk seru seruan bareng di @mbeachlampung 
Bisa juga booking lewat Traveloka lho.
#traveling
#mbeachlampung
#pasirputih 
#pantaipasirputih 
#liburan 
#jalanjalan 
#kulinerlampung 
#kaliandanews
#kaliandalampungselatan
#lampungselatan
#lampungyay
#lampungeksis
#lampunggeh
#visitlampungselatan 
#kelilinglampung
#kelilingindonesia
#merakbakauheuni
#bakauheunimerak
#whitesandabeach
#indonesianwhitesandbeach
#beautifullindonesia
#beautifullwhitesandbeach
#pantaipasirputih
#pantaiberpasirputih
#summer
#pantaiberpasirputihlampungselatan
#mbeach
#merakbelantung
#ivokaniavidios",2021-04-03 11:58:48,,2
CMU2tKurqoY,https://www.instagram.com/p/CMU2tKurqoY/,""" Bersama Mentari 🌞 di Pagi Hari 🥰 🌊 ""

#mutunbeach #pantaimutunbandarlampung #mytrip_myadvtr #mtma_lampung #lampungwisata #traveloka #gymidols #mensfahion #ootdmen #menfashionpost #asianguy #traveltheworld #indotravellersco #pesonaindonesia #travelandleisureasia #travelandleisure #bestvacation #repostpic #photofoliomy #pesonalampung #mentaripagi #seaboat #kapallaut #beachboys #beachside #visitlampungselatan #explorelampung #lampungtrip #traveladdicts #sunrisesky",2021-03-12 16:45:02,,22
CJzw3Run81O,https://www.instagram.com/p/CJzw3Run81O/,"Karena di setiap perjalanan terdapat hikmah dan cerita yang berbeda
#visitindonesia 
#indonesiakeren 
#visitlampung
#visitlampungselatan 
#visitkalianda 
#lestarialamku
#purna1261-1262
#saudaratunaskelapa",2021-01-09 03:16:16,,57
CJTUkW-Mx3l,https://www.instagram.com/p/CJTUkW-Mx3l/,"Ada rindu mendekam dijiwa
Seperti merindukan senja disudut kota
Ada rindu yang selalu jatuh
Diterik sepi yang lupa berteduh
Semoga hati ini tak kan Rapuh
#pejuangLDR
#rindukamu
#dailyhijabootd#dailyhijabtraveller
#keduwarnakalianda#lampunghits
#lampungeksis#lampunggeh#visitlampung
#visitlampungselatan#lampungselatan
#kelampungyuk#kelampunggeh#keduwarna",2020-12-27 12:53:19,,43
CIxlrHRjMZY,https://www.instagram.com/p/CIxlrHRjMZY/,"Ayoo Kunjungi,
SLANIK WATERPARK
The Largest WATERPARK in Lampung

Anda bukan hanya bisa bermain air, di tempat ini banyak tempat rekreasi, ada juga kereta gantung yg patut anda coba.
Ayo manjakan keluarga anda segera disini..

Waterpark ini berada di Desa Karang Anyar, Kecamatan Jati Agung, Kabupaten Lampung Selatan

Reposted from @slanik.waterpark

#pariwisatalampung 
#wisataair 
#waterpark 
#slanikwaterparklampung 
#slanikwaterpark 
#lampungthetreasureofsumatra 
#waterboom 
#visitlampung 
#visitlampungselatan 
#lampungselatanindonesia 
#jatiagunglampungselatan",2020-12-14 10:28:36,,6
CGAUNVIH2PG,https://www.instagram.com/p/CGAUNVIH2PG/,"Janji Se-Jiwa ♥️
.
.
.
📷 : @the.remora.ibnu
#lfl💛
#mbeachkalianda #mbeach
#kaliandanews
#kaliandalampungselatan
#lampungselatan
#lampungyay
#lampungeksis
#lampunggeh
#visitlampungselatan
#visitlampung
#visitindonesia
#kelilinglampung
#kelilingindonesia
#merakbakauheuni
#bakauheunimerak
#whitesandabeach
#indonesianwhitesandbeach
#beautifullindonesia
#beautifullwhitesandbeach
#pantaipasirputih
#pantaipasirputihkalianda
#pantaiberpasirputih
#pantaiberpasirputihkalianda
#pantaiberpasirputihlampungselatan
#mbeach
#merakbelantung
#pantai_keren
#pantai_keren_lampung
#pantai_keren_lampung_selatan
#lfl",2020-10-06 14:10:25,,40
CEqP8NlHTnb,https://www.instagram.com/p/CEqP8NlHTnb/,"Sahabat syantik hanggum...kulit yg sehat terawat idaman setiap orang..ada yg suka glowing ada yang suka mate..kamu team yg mana? 

#klinikkecantikankalianda #doktertarrayuana #dokterkecantikankalianda #klinikkecantikanhanggum #hanggumbeauty_clinic #pejuangflek #pejuangjerawat #visitlampungselatan",2020-09-03 03:58:26,,6
CDN_I4Unsj3,https://www.instagram.com/p/CDN_I4Unsj3/,"satu lagi pulau cantik yang ada dilampung selatan kalian wajib banget explore !

""namanya mengkudu island""

pulau mengkudu ini teletak didaerah pesisir rajabasa yang berdekatan dengan gunung anak krakatau 

dipulau ini banyak sekali wahana dan wisata edukasi yang akan kalian dapatkan. mulai dari pasir timbul dan wisata batu lapis dan lain lain

tak kalah menarik pasir disini sangat putih dan recomend sekali bagi kalian yang ingin menikmati ketenangan deburan ombak pantai dengan dibaluri kenyamanan natural indahnya mengkudu island 

rute untuk mencapainya tidak lah sulit biaya terjangkau dan sangat recommend sekali untuk berlibur diakhir pekan yang pastinya tidak menguras kantong keluarga! 

mau tau info tentang mengkudu yang lainnya. jangan lupa travelling bersama kami.masi banyak info menarik yang harus kalian ketahui di Mengkudu island
...............
more info reservation follow & visit us @anugerah_travellers
see you. sampai bertemu di mengkudu island 🙏

#kembaliberwisata #newnormal 
#pariwisatalampung #visitlampung #visitlampungselatan #mengkuduisland #opentripmengkudu #anugerahtravellers 
#lampung #thetreasureofsumatra #wonderfulindonesia #pesonaidtravel #alwaysbeach #travelbuddyforlife",2020-07-29 08:01:30,,285
CC3e5bHgegD,https://www.instagram.com/p/CC3e5bHgegD/,"Let's say ""hamdallah"" for the opportunity to visit this beautiful place✨🌿
📷By @viormd27
.
.
.
#lampung #lampunggeh #lampunghits #wisatalampung #explorelampung #explorelampungselatan #visitlampung #visitlampungselatan #lampungselatan #gunungbatu #gunungbatutanjungbintang",2020-07-20 14:16:28,,494
CB8VjnUglqX,https://www.instagram.com/p/CB8VjnUglqX/,"Tuhan ku percaya engkau pasti telah merencanakan yang terbaik untuk diriku🤲😇🌊.
allah yuftah alaikum.
.
.
#alamlampung
#ceritatentanglaut
#wisatalampung 
#visitlampungselatan 
#tourlampung",2020-06-27 14:59:40,,17
