shortcode,url,caption,date,location,likes
DXwokcmE72R,https://www.instagram.com/p/DXwokcmE72R/,"@navaracitypark 
#lampunghits 
#lampunghitskekinian
#wisatalampungselatan",2026-04-30 14:54:51,,2
DXv1jH8jpWO,https://www.instagram.com/p/DXv1jH8jpWO/,"Let the fun roll!
Ajak temen-temen kamu buat ngerasain serunya rolling donuts di green canyon!
.
.
#greencanyonminangrua #rollingdonut #wisatalampungselatan #kedashotelresort #wisatalampung",2026-04-30 07:28:59,,13
DXn2bNTkXSV,https://www.instagram.com/p/DXn2bNTkXSV/,#eksploreindonesia#pulausebukukecil#lampung#lampungpunyacerita#wisatalampungselatan,2026-04-27 05:02:43,,7
DXjI3ytiQVW,https://www.instagram.com/p/DXjI3ytiQVW/,"Komunitas pecinta Jeep Willys di Lampung Selatan resmi memiliki kepengurusan baru. Pelantikan Willys Lampung Community (WLC) Korwil Lampung Selatan periode 2026–2029 diharapkan tak sekadar menjadi ajang silaturahmi, tetapi juga mendorong promosi pariwisata daerah berbasis komunitas otomotif.

Pelantikan yang digelar di kediaman Ketua WLC Korwil Lampung Selatan, Nivolin, di Desa Palembapang, Kecamatan Kalianda, Sabtu (25/4/2026), dihadiri Wakil Bupati Lampung Selatan M. Syaiful Anwar, unsur Forkopimda, camat, serta sejumlah kepala OPD.

Baca selengkapnya di www.tigapena.lampung.com

#JeepWillys #WisataLampungSelatan #WLCResmiDilantik #PesonaLampung #KomunitasJeep",2026-04-25 09:07:42,,10
DXbvTNRiVnw,https://www.instagram.com/p/DXbvTNRiVnw/,"Penunjukan Kabupaten Lampung Selatan sebagai tuan rumah Jambore Nasional (Jamnas) ke-XIV Persatuan Penggemar American Jeep Indonesia (PPAJI) 2026 bukan sekadar agenda komunitas otomotif. Pemerintah daerah melihatnya sebagai “kendaraan” strategis untuk mengakselerasi promosi wisata dan pergerakan ekonomi lokal.

Kepastian itu terungkap dalam audiensi antara Bupati Lampung Selatan, Radityo Egi Pratama, dengan jajaran Pengurus Daerah PPAJI Provinsi Lampung di ruang kerja bupati, Rabu (22/4/2026).

Baca selengkapnya di www.lampung.tigapena.com

#JamnasJeepLamsel
#JeepNasional2026
#WisataLampungSelatan
#PromosiDaerahLamsel
#EventJadiMagnetWisata",2026-04-22 12:09:34,,12
DXA5_tgj3bT,https://www.instagram.com/p/DXA5_tgj3bT/,#pantailampungselatan #mbeachlampung #wisatalampung #pantailampung #wisatalampungselatan,2026-04-12 02:03:32,,17
DW8Egi0Dw3D,https://www.instagram.com/p/DW8Egi0Dw3D/,"[ RASAKAN GATHERING & OUTBOUND YANG SERU BARENG RESTU BUMI ADVENTURE ]
.
“Buatlah cerita yang indah di setiap pertemuan dan kebersamaan”

✨ Family Gathering : Rumah Sakit Mata Lampung Eye Center (LEC).

🙌🏻 Terimakasih Rumah Sakit Mata Lampung Eye Center (LEC) yang telah mempercayai kami untuk kegiatan serunya. Sampai berjumpa dilain kesempatan yaa 🥰.
_______________________
🔰 RBA - TOUR PACKAGES 
▪️Family & Corporate Gathering
▪️Outbound Training & Team Building
▪️Minat Khusus (Wisata Alam & Wisata Desa)
▪️Experiental Learning (Training & Workshop)
▪️Event Organizer & Tour Domestik/Internasional
.
----More information-----
• Kontak :
> 081271046209 (Admin 1) 
> 082382240070 (Admin 2)
> 081272477622 (Admin 3)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #outboundlampung #lampungoutbound #pantaisetigiheni #wisatalampungselatan",2026-04-10 04:59:12,,87
DWwCzD-iYUt,https://www.instagram.com/p/DWwCzD-iYUt/,"Yang belum join next lebih ramai ya kan🤩
#minangruabeach #greencanyon #wisatalampungselatan #kalianda#viral",2026-04-05 12:53:22,,39
DWfaJOpkl18,https://www.instagram.com/p/DWfaJOpkl18/,"Waktu Indonesia bagian liburan!!🍃🌿🚤🎉🎏

#wisatalampungselatan #greencanyon #greencanyonbakauheni #pantailampung",2026-03-30 01:50:16,,13
DWfaEJ3kvyW,https://www.instagram.com/p/DWfaEJ3kvyW/,"Waktu Indonesia bagian liburan!!🍃🌿🚤🎉🎏

#wisatalampungselatan #greencanyon #greencanyonbakauheni #pantailampung",2026-03-30 01:50:15,,0
DWdJPOJlc0q,https://www.instagram.com/p/DWdJPOJlc0q/,"UMKM buah kupas segar
#rujakenak #riobeach #wisatalampungselatan #umkm #potofyp",2026-03-29 04:44:04,,0
DWbUT7Skyhc,https://www.instagram.com/p/DWbUT7Skyhc/,#healing #gunungrajabasa #wisatalampungselatan,2026-03-28 11:42:21,,5
DWYSK8Sj6Y9,https://www.instagram.com/p/DWYSK8Sj6Y9/,"Inovasi wisata kembali dihadirkan Grand Elty Krakatoa dengan meluncurkan wahana terbaru bernama Car Boat, yang menawarkan pengalaman unik berkendara di atas air laut. Wahana ini menjadi salah satu daya tarik baru di kawasan wisata pesisir Kalianda.

Mengusung konsep berbeda dari wahana air pada umumnya, Car Boat didesain menyerupai mobil, namun dapat melaju di atas permukaan laut. Pengunjung pun dapat merasakan sensasi “menyetir” sambil menikmati keindahan panorama laut secara langsung.

Baca selengkapnya di www.tigapena.com

#CarBoatKalianda #GrandEltyKrakatoa #WisataLampungSelatan #LiburanDiLampung #WisataUnikLampung",2026-03-27 07:26:05,,0
DWYSMJ5D41K,https://www.instagram.com/p/DWYSMJ5D41K/,"Inovasi wisata kembali dihadirkan Grand Elty Krakatoa dengan meluncurkan wahana terbaru bernama Car Boat, yang menawarkan pengalaman unik berkendara di atas air laut. Wahana ini menjadi salah satu daya tarik baru di kawasan wisata pesisir Kalianda.

Mengusung konsep berbeda dari wahana air pada umumnya, Car Boat didesain menyerupai mobil, namun dapat melaju di atas permukaan laut. Pengunjung pun dapat merasakan sensasi “menyetir” sambil menikmati keindahan panorama laut secara langsung.

Baca selengkapnya di www.tigapena.com

#CarBoatKalianda #GrandEltyKrakatoa #WisataLampungSelatan #LiburanDiLampung #WisataUnikLampung",2026-03-27 07:26:05,,3
DWRw5EOEzIE,https://www.instagram.com/p/DWRw5EOEzIE/,"Bosan dengan hiruk pikuk kota? Saatnya recharge energi kamu di alam terbuka! Bersama @chilltripandtour, kita akan menjelajahi sisi tenang pegunungan,air terjun dan lautan yang menakjubkan ini. Pesan sekarang dan temukan kedamaianmu!""

#pemdakipemula #opentriplampung #wisatalampungselatan #gunungrajabasa #airterjun",2026-03-24 18:39:44,,6
DWRU_Vvicjq,https://www.instagram.com/p/DWRU_Vvicjq/,"Pengawasan dan pemantauan pajak hiburan terus kami lakukan di beberapa Pantai.

Yuk nikmati keindahan pantai bersama keluarga, tetap tertib dan patuhi kewajiban pajaknya ya 🫶🏻🙌🌊

#lampungselatan 
#wisatalampungselatan 
#pemkablampungselatan 
#bpprdlampungselatan",2026-03-24 14:35:52,,15
DWRU6D2iVdg,https://www.instagram.com/p/DWRU6D2iVdg/,"Pengawasan dan pemantauan pajak hiburan terus kami lakukan di beberapa Pantai.

Yuk nikmati keindahan pantai bersama keluarga, tetap tertib dan patuhi kewajiban pajaknya ya 🫶🏻🙌🌊

#lampungselatan 
#wisatalampungselatan 
#pemkablampungselatan 
#bpprdlampungselatan",2026-03-24 14:35:51,,0
DWQmdS4EvRK,https://www.instagram.com/p/DWQmdS4EvRK/,"I find my peace 🌊💙

#fypシ #explorelampung 
#wisatalampungselatan #explorepage✨",2026-03-24 07:49:16,,29
DWQEhDfGAv_,https://www.instagram.com/p/DWQEhDfGAv_/,Wtc Lampung selatan #wisatakolamalam #wisatalampungselatan #wtc,2026-03-24 02:52:41,,1
DWNTAIGE5Zd,https://www.instagram.com/p/DWNTAIGE5Zd/,"SURPRISE! 🌊✨
Yang dari kemarin nanyain kapan buka, mana suaranya?
Air Terjun Way Kalam KEMBALI BUKA untuk publik di libur Idul Fitri 2026 ini! Kondisi air lagi jernih-jernihnya, pepohonan lagi hijau-hijaunya
Tunggu apa lagi? Langsung gasss ke Way Kalam hari ini!
📍 Desa Way Kalam, Lampung Selatan.
🕒 Jam Operasional: 08.00 - 17.00 WIB.
#WayKalamOpen #WisataLampungSelatan #AirTerjun #ExploreSumatera #healinglebaran",2026-03-23 01:03:55,,21
DWL5OF2miuu,https://www.instagram.com/p/DWL5OF2miuu/,"DETAIL DI CAPTION .!! ⬇️
Cocok Buat Healing Sendiri, Bareng Pasangan, Ataupun Keluarga Selepas Riuh Hari Raya.. 🌊✨⛰️
.
Pantai Marina Kalianda Lampung Selatan @pantai.marina.official 
Wisata Keindahan Alam Dengan Biaya Terjangkau
Jam Operasional 07:00 - 18:00 WIB
Biaya Masuk 45k 
.
Banyak Fasilitas Cantik yang Bersih dan Gratis tentunya.
Lumos hall
Spot Santorini
Tugu Pura Bali
Spot Sunset
Lapangan Outbond
Mushola + Kamar Bilas
Dan masih banyak lagi ..!!
.
#wisatalampung #pantaimarinalampung #pantaimarinakalianda #wisatalampungselatan #pantai #lampung #musikbali #pemandangan #healing",2026-03-22 11:57:01,,87
DWL4IjukldW,https://www.instagram.com/p/DWL4IjukldW/,"DETAIL DI CAPTION .!! ⬇️
Cocok Buat Healing Sendiri, Bareng Pasangan, Ataupun Keluarga Selepas Riuh Hari Raya.. 🌊✨⛰️
.
Pantai Marina Kalianda Lampung Selatan 
Wisata Keindahan Alam Dengan Biaya Terjangkau
Jam Operasional 07:00 - 18:00 WIB
Biaya Masuk 45k 
.
Banyak Fasilitas Cantik yang Bersih dan Gratis tentunya.
Lumos hall
Spot Santorini
Tugu Pura Bali
Spot Sunset
Lapangan Outbond
Mushola + Kamar Bilas
Dan masih banyak lagi ..!!
.
#wisatalampung #pantaimarinalampung #pantaimarinakalianda #wisatalampungselatan #pantai #lampung #musikbali #pemandangan #healing",2026-03-22 11:56:59,,1
DWAeoFzlaGm,https://www.instagram.com/p/DWAeoFzlaGm/,"WE’RE BACK! 💦🔥

Waterworld Lampung kembali dibuka untuk umum mulai 19 Maret 2026!

Saatnya kembali seru-seruan bareng keluarga dan teman menikmati berbagai wahana air yang menyegarkan dan spot instagramable favorit kalian. 🌊📸

Yuk rencanakan liburanmu dan rasakan keseruan bermain air di Waterworld Lampung!
Mimin tunggu kedatangan kalian! 🏝️✨

#WaterWorldLampung #InfoWaterWorld #WaterparkLampung #WisataLampung #WisataLampungSelatan",2026-03-18 01:32:59,,15
DVimpMUjw9V,https://www.instagram.com/p/DVimpMUjw9V/,"𝟎 𝑴𝒅𝒑𝒍 🌊

_
_
_

#pantaislimpuyang #bukitslimpuyang #lampungselatanexplore #sidomulyoexplore #wisatalampungselatan",2026-03-06 11:05:49,,29
DVbTDrEme2_,https://www.instagram.com/p/DVbTDrEme2_/,"Kecamatan Rajabasa disiapkan menjadi salah satu motor penggerak pariwisata Kabupaten Lampung Selatan. Hal itu ditegaskan Bupati Radityo Egi Pratama saat Safari Ramadan 1447 Hijriah di Masjid Manarul Islam, Desa Canggung, Selasa (3/3/2026).

Di hadapan masyarakat dan jajaran pemerintah desa, Egi secara khusus menyoroti besarnya potensi wisata yang dimiliki Rajabasa. Menurutnya, keindahan alam yang sudah ada harus diiringi dengan penataan dan kesiapan masyarakat sebagai tuan rumah.

Baca Selengkapnya di www.lampung.tigapena.com

#RajabasaBangkit
#WisataLampungSelatan
#DesaHelau
#BupatiEgi",2026-03-03 14:59:59,,1
DVSVSnNEVqn,https://www.instagram.com/p/DVSVSnNEVqn/,#wisatalampungselatan #bakauheni #sigerlampung👑 #lampunggeh,2026-02-28 03:26:21,,13
DU3O3sRj7tZ,https://www.instagram.com/p/DU3O3sRj7tZ/,"Kunjungan Utusan Khusus Presiden (UKP) Bidang Pariwisata, Zita Anjani ke kawasan Kalianda bukan sekadar agenda seremonial. Dari pantai hingga sentra kuliner, ia menyoroti langsung bagaimana kawasan wisata terpadu bisa benar-benar menjadi mesin ekonomi warga, Selasa (17/2/2026).

Di kawasan Kalianda Nirwana Resort, Zita melihat konsep one stop tourism bukan hanya jargon promosi, tetapi peluang konkret yang harus dimaksimalkan.

“Kawasan ini sudah punya semuanya. Penginapan ada, atraksi ada, kuliner ada, UMKM juga hidup di dalamnya. Tinggal bagaimana kita kemas lebih kuat agar dampaknya makin terasa untuk masyarakat,” tegas Zita di sela kunjungan tersebut.

Baca selengkapnya di www.lampung.tigapena.com

#zitaanjani #wisatalampungselatan #utusankhususpresiden #grandeltykrakatoa",2026-02-17 14:50:45,,0
DUX8ONtDmxn,https://www.instagram.com/p/DUX8ONtDmxn/,"#junglesealampung #wisatalampungselatan #potolebah #trigona
Ada di desa merak belantung",2026-02-05 11:11:21,,0
DUVdBGoDGXN,https://www.instagram.com/p/DUVdBGoDGXN/,"Yeay! Selamat buat para pemenang 🎊💦

Terima kasih sudah ikut meramaikan keseruan TTS di Water World Lampung 💦
Buat yang beruntung @jessicasiva98 silakan tunggu DM dari Instagram resmi @waterworldlampung untuk info klaim hadiah ya!

#WaterWorldLampung #GiveawayWinner #VoucherGratis #WisataLampung #WaterboomLampung #WisataLampungSelatan",2026-02-04 12:00:11,,26
DUR2yclkhQJ,https://www.instagram.com/p/DUR2yclkhQJ/,"The best is yet to come,,patient😊
#storytime 
#wisatalampungselatan 
#lampunghits 
#viralpost 
#fypシ❤️",2026-02-03 02:28:25,,3
