shortcode,url,caption,date,location,likes
DVLgFXzE4EM,https://www.instagram.com/p/DVLgFXzE4EM/,"OPEN TRIP SEBESI – KRAKATAU

📌 Snorkeling Pulau Sebuku
📌 Explore Pulau Umang-Umang
📌 Stay di Pulau Sebesi
📌 Trekking Anak Krakatau
📌 Free Dokumentasi Drone

⚠ Slot terbatas setiap keberangkatan
⚠ Harga bisa naik sewaktu-waktu
⚠ First pay = first secure seat

Kalau kamu serius mau ikut, DM sekarang sebelum full.

Jangan tunggu next batch.
Biasanya yang nunda-nunda nggak jadi😭

#opentripsebesi #anakkrakatau #explorelampungselatan #sebesiisland",2026-02-25 11:45:58,,13
DU-ozDZk9CB,https://www.instagram.com/p/DU-ozDZk9CB/,"Sebesi, in quet frames.
Sometimes the most beautiful places teach us to slow down.

• Anak Krakatau
• Pulau Umang-Umang
• Pulau Sebuku 
• Pulau Sebesi

📍Sebesi, Lampung Selatan

#opentripsebesi #anakkrakatau #pulausebesi #explorelampungselatan",2026-02-20 11:51:59,,15
DUk4aH8k9tD,https://www.instagram.com/p/DUk4aH8k9tD/,"Langit berwarna pink–ungu memantul di permukaan laut yang tenang, sementara nelayan melintas dengan perahu kecil. Di kejauhan terlihat siluet kompleks Gunung Krakatau (Anak Krakatau) yang tampak jelas saat cuaca cerah.

Alam Lampung memang selalu punya cara membuat sore terasa lebih bermakna.🌅
#travel #photography #explorelampungselatan #exploreindonesia #wonderfulindonesia #sunset #explorepage✨ #canon #canonphotography",2026-02-10 11:48:08,,44
DUDdt6OEkps,https://www.instagram.com/p/DUDdt6OEkps/,"Di Kota, gamau panas2an takut gosong.
Di Pantai, yaudasi gosong doank namanya juga traveller😝

#explorepulausebesi #lampung #explorelampungselatan",2026-01-28 12:19:58,,369
DT4wb59k5NQ,https://www.instagram.com/p/DT4wb59k5NQ/,"At least gak wacana doang!

Kalo temen jawabannya “insyaallah” tuh kemungkinan bakal ikut kan ya?😁🤭

#sebesiisland #anakkrakatau #explorelampungselatan",2026-01-24 08:31:54,,15
DTsQ69oEkZE,https://www.instagram.com/p/DTsQ69oEkZE/,"Kalau lagi pengen piknik santai sekaligus bisa berenang, nggak perlu jauh-jauh—Pantai Marina Lampung jawabannya 🌊✨

Pasirnya luas, suasananya asyik buat ngumpul, dan airnya cocok buat main atau sekadar rileks di tepi pantai.

Liburan simpel tapi berkesan? Gas aja ke Marina!

📍 Pantai Marina, Lampung Selatan

Tag temenmu yang harus ikut kamu ke sini! Save & plan your trip now!

#pantaimarinalampung #explorelampungselatan",2026-01-19 12:05:38,,29
DTri2EnErfs,https://www.instagram.com/p/DTri2EnErfs/,"Hidden gem Lampung unlocked 🔓🌊

Bangkitkan jiwa petualangmu dan tembus batas cakrawala Selat Sunda! Di Pulau Sebuku, alam tidak hanya menyuguhkan pemandangan, tapi juga sebuah pengalaman yang sangat menyenangkan. Bayangkan dirimu meluncur di atas air laut yang jernih dan berkilau seperti permata, lalu menyelam lebih dalam lagi untuk berjumpa dengan ribuan makhluk laut yang bergerak aktif di sekitar bangkai kapal perang Jepang yang legendaris. ✨⛴️

​Rasakan hembusan angin yang segar saat berdiri di atas pasir putih yang masih sangat murni, sementara di kejauhan, siluet Kepulauan Krakatau terlihat gagah dan seolah memanggilmu untuk terus menjelajah. Suasana pulau yang terpencil dan asri ini akan membuatmu merasa seperti pemilik dari surga kecil di pesisir Lampung Selatan.

Pulau Sebuku adalah bukti nyata bahwa Lampung memiliki sejuta pesona yang tak ada habisnya. Siapkan nyalimu, kemas perlengkapanmu, dan biarkan alam Lampung memikat hatimu dengan cara yang paling indah!

​Jangan cuma disimpan di wishlist, yuk wujudkan perjalananmu ke ​📍 Pulau Sebuku, Lampung Selatan.

​Klik tombol Share untuk ajak teman-temanmu berpetualang bersama! 🎒✨

#explorelampung
​#explorelampungselatan
#wonderfulindonesia🇮🇩
#pulausebuku
#pariwisatalampung

Sumber foto: Walter Pinem, Get Lost ID, Traverse.id

Postingan ini dibuat untuk memenuhi tugas mata kuliah Bahasa Indonesia.
​
Identitas penulis
Nama: Vera Bela
NPM: 25311031
Program Studi: Sistem Informasi 
Materi: Copywriting 
Dosen Pengampu: @ghufronianars",2026-01-19 05:23:00,,10
DTpPdghAeKQ,https://www.instagram.com/p/DTpPdghAeKQ/,"sea you soon, umang-umang island🌊<33

#explorelampungselatan #umangumang #lampung",2026-01-18 07:55:09,,223
DTSH3qrk-DM,https://www.instagram.com/p/DTSH3qrk-DM/,"Not about how far we go, but who we go with.

✨ The right place
✨ The right time
✨ The right person

Sometimes, the best therapy is traveling together 🧡

#sebesiisland #coupletrip #anakkrakatau #explorelampungselatan",2026-01-09 08:26:17,,11
DTRl5FUgWNA,https://www.instagram.com/p/DTRl5FUgWNA/,"sebuku island🏝️

#explorelampungselatan #beach #sebuku #lampung",2026-01-09 03:29:23,,99
DSyPhvsE8zn,https://www.instagram.com/p/DSyPhvsE8zn/,"Setigi batu beach
Rajabasa kalianda📌 

#pantai #explorelampungselatan #instagram",2025-12-27 23:17:30,,13
DSrzEy8kQQu,https://www.instagram.com/p/DSrzEy8kQQu/,"Gak perlu pesen tiket pesawat udah bisa jalan-jalan ke Lampung? Mana budget perorangnya startfrom 300ribuan-600ribuan aja!

Mau aku ceritain perjalanan dari awal sampai selesai trip gak? Komen ya!
#pulausebesi #explorelampungselatan #travelholic",2025-12-25 11:13:26,,501
DSfK_Olk6dR,https://www.instagram.com/p/DSfK_Olk6dR/,"Hi gaes 🤩
Menurut kalian 11 12 kah sama Banda Neira gaes ?

📍Pulau Umang Umang, Lampung

#travelling #traveler #travelgram #travelvlog #travelbloggers #travelholic #placetogo #storytelling #solotrip #solotravelingisfun #solotraveller #solotraveling #solotraveldiaries✈️🌍 #girlstraveldiary #solotravelgirl #solotravelstories #explore #explorelampungselatan #pulauumangumang",2025-12-20 13:32:16,,16
DSced1Ogdha,https://www.instagram.com/p/DSced1Ogdha/,"Chasing waves and sunny rays… 🌊🌞 
.
.
.
#waves 
#sunny 
#beach 
#seas 
#vitaminsea 
#beachview 
#sunkissed 
#snorkling 
#nemo 
#sebesiisland 
#sebuku 
#explorelampungselatan",2025-12-19 12:24:44,,70
DSaAkPlkhwB,https://www.instagram.com/p/DSaAkPlkhwB/,"Warm tones, calm space. Mushola ala Maroko di Pantai Marina emang cocok banget untuk foto-foto 🥰❤️

#pantaimarinalampung #wisatalampung #explorelampungselatan",2025-12-18 13:24:59,,53
DSXePS4Ez2V,https://www.instagram.com/p/DSXePS4Ez2V/,"Alhamdulillah, masyaAllah, wujudin wishlist main 🛶 transparan di Lampung 🤍🫶🏻🥳

Join trip @pasarwisataid 

#travelling #traveler #travelgram #travelholic #travelinstyle #placetogo #storytelling #girlstraveldiary #kano #kanotransparan #pulauumang #pulauumangumang #explore #explorelampungselatan",2025-12-17 13:46:33,,93
DSNVb0aDzv5,https://www.instagram.com/p/DSNVb0aDzv5/,"🌴 OPEN TRIP PULAU SEBESI – LAMPUNG SELATAN
Start Jakarta
Durasi 3 Hari 2 Malam
💛 Harga: 700K / pax

Kalau kamu cari liburan laut yang tenang, alami, dan belum terlalu ramai wisatawan,
Pulau Sebesi adalah pilihan yang tepat.
Air laut jernih, suasana pulau yang damai,
dan view Gunung Anak Krakatau yang ikonik—
pas banget buat healing, adventure, dan short escape ✨

———

✨ Destinasi yang dikunjungi:
✔ Pulau Sebesi – pantai bersih & sunrise cantik
✔ Pulau Umang – explore & hunting foto
✔ Pulau Sebuku Kecil – vibes tropis & spot estetik
✔ Spot snorkeling (ikan & terumbu karang warna-warni)
✔ View Gunung Anak Krakatau

———

🎒 Cocok untuk:
• Solo traveler
• Bestie trip
• Couple trip
• Liburan singkat tapi berkesan
• Kamu yang suka laut & snorkeling

———

🗓 Tanggal Trip:
• 19–21 Desember 
• 26–28 Desember 

🌊 3 hari penuh explore laut, pulau, snorkeling, dan menikmati alam Lampung Selatan yang masih alami ✨

———

📲 Booking Trip: 082260359273
DM juga bisa ya kak 🤍

#sebesi #krakatau #explorelampungselatan",2025-12-13 15:17:13,,1
DSG1vN-k60O,https://www.instagram.com/p/DSG1vN-k60O/,"berjalan untuk melihat keindahan diujung sana. 

. 
. 
. 

📍Bukit Slimpuyang, Suak, Kec.Sidomulyo, Lampung Selatan
#lampung #lampungselatan #bukitsilimpuyang #wisatalampung #explorelampung #explorelampungselatan #pesonaindonesia #wonderfulindonesia",2025-12-11 02:44:48,,113
DRgLAcyk7iA,https://www.instagram.com/p/DRgLAcyk7iA/,"#gununganakkrakatau #lampungselatan🇮🇩 #
Pulau Sebesi #pulauumangumang #explorelampungselatan #Naikgunung",2025-11-26 02:20:16,,29
DRSCb8-iUD_,https://www.instagram.com/p/DRSCb8-iUD_/,"jika kemarin 0 mdpl mencintainya dengan tulus, maka sekarang 1662 mdpl mengikhlaskan nya dengan serius, terkadang jalan terbaik itu mendaki bukan kembali mencintai. 

-MT.PESAWARAN 1662 MDPL. ⛰

#sahabatmdpllampung #gunungpesawaran 
#pendakigunung #pendakilampung 
#sahabatpendakilampung #pendakipemula 
#explorelampungselatan #lampunghits",2025-11-20 14:36:01,,112
DRMHb21kwtu,https://www.instagram.com/p/DRMHb21kwtu/,"Open Trip Sebesi Island promo spesial November–Desember!

Nikmati sunset cantik di Pulau Umang, trekking ke Anak Krakatau, dan snorkeling di spot nemo.

JADWAL TRIP :

🗓️ NOVEMBER: 7-9, 14-16, 21-23, 28-30
🗓️ DESEMBER: 5-7, 12-14, 19-21, 26-28
🗓️ NATARU: 24-26, 25-27, 26-28, 30-1, 31-2

TRAVEL PACKAGE
OPENTRIP SEBESI - KRAKATAU
*MEETING POINT :* 
📌 Jakarta 675 K/Pax 
📌 Merak 475 K/Pax
📌 Bandar Lampung 630 K/Pax
📌 Dermaga Canti 385 K/Pax

*Noted: Untuk Liburan NATARU tidak ada kenaikan harga ya!🫶🏽

Open Trip Sebesi Island siap nemenin kamu menikmati:
✨ Sunset Pulau Umang
✨ Snorkeling Spot Nemo
✨ Trekking Anak Krakatau

No more excuses - waktunya liburan!✨
DM sekarang untuk booking! 🚤🔥

#explorelampung #explorelampungselatan #opentripsebesi #pulausebesi #anakkrakatau #pulauumang #opentrip #privatetrip #sebesiisland",2025-11-18 07:24:15,,44
DQtpgH2kkRO,https://www.instagram.com/p/DQtpgH2kkRO/,"Euforia masyarakat Lampung Selatan mulai menggelora. Menjelang perayaan Hari Ulang Tahun (HUT) ke-69 Kabupaten Lampung Selatan tahun 2025, pemerintah daerah resmi menggulirkan Lamsel Fest 2025 dengan tajuk “The Crown of Krakatoa” sebuah perayaan besar yang memadukan semangat budaya, pariwisata, dan kreativitas anak daerah dalam satu panggung kebanggaan.

Dimulai dengan pembukaan Job Fair 2025 di GOR Way Handak Kalianda, Kamis (6/11/2025), para pencari kerja tumpah ruah sejak pagi. Sebanyak 45 perusahaan lintas sektor ikut ambil bagian dengan menyediakan 1.800 lowongan kerja bagi masyarakat.

Job Fair menjadi langkah awal yang menandai semangat baru Lampung Selatan dalam mendorong kemandirian ekonomi masyarakatnya.

Baca selengkapnya di www.lampung.tigapena.com

#LamselFest2025 #HUT69LampungSelatan #TheCrownOfKrakatoa #BumiKhagomMufakat #ExploreLampungSelatan #WonderfulLampung #FestivalLampungSelatan #tigapenaindonesia #tigapenalampung",2025-11-06 11:25:28,,9
DQLjB3yD8A3,https://www.instagram.com/p/DQLjB3yD8A3/,"The ocean reminds me - depth is power 🩵💙🩵💙

#lampung
#elajalanjalan 
#explorelampungselatan",2025-10-24 05:34:44,,82
DP_OBJukYEp,https://www.instagram.com/p/DP_OBJukYEp/,"Yang lagi diLampung bisa bawa anak-anak ke @jungleseaofficial nih, uwo, anjeng dan ibing Happy, Popom Momomnya juga Happy 🤗🥰

#explorelampungselatan 
#wisatalampung 
#junglesea",2025-10-19 10:40:15,,227
DPoFYQuEepb,https://www.instagram.com/p/DPoFYQuEepb/,"Pov: my kind of therapy🌊

#pantailampungselatan #explorelampungselatan",2025-10-10 11:02:14,,94
DPii-tHE_d9,https://www.instagram.com/p/DPii-tHE_d9/,"DOKUMENTASI OPEN TRIP 3-5 OKTOBER 2025 😍✨.

“Minimal sekali seumur hidup rasain indahnya pulau sebesi”

#opentrip #opentripsebesi #explorelampung #explorelampungselatan #sebesiisland #anakkrakatau #pulauumang #exploresebesi",2025-10-08 07:25:27,,13
DO_IWiFk0MI,https://www.instagram.com/p/DO_IWiFk0MI/,"Referensi trip yang gak perlu cuti:
"" Open Trip Pulau Sebesi ""

Katanya mau liburan? 
Jangan cuma scroll doang cong!
Buruan booking slotnya! Di @explorepulausebesi 
Kapan lagi opentrip destinasinya dapet pantai dan gunung sekaligus?
Harganya start 400rban aja udah bisa nyebrang ke pulau Sumatera.
Bener2 worth it!

#exploreindonesia #explorelampungselatan #anakgunungkrakatau #explorepulausebesi #bandaneiralampung #wisatalampung #opentripanakgunungkrakatau #pulauumangumang",2025-09-24 13:19:21,,248
DO-xosGEus0,https://www.instagram.com/p/DO-xosGEus0/,"walking where wifi end, but peace begins.

#mtkrakatau #southlampung #blessed #explorelampungselatan",2025-09-24 10:00:00,,121
DOk-KgekYQH,https://www.instagram.com/p/DOk-KgekYQH/,"heaven is where the 🏝️ meets the ⛰️

#explorelampungselatan 
#exploresebesi",2025-09-14 09:30:04,,88
DObCKDGkiNP,https://www.instagram.com/p/DObCKDGkiNP/,"There’s something about standing at the edge of the ocean where the waves meet the shore, and silence speaks louder than words. In that moment, I’m reminded that life, like the sea, is vast, untamed, and endlessly beautiful. 

Here, I find a piece of calm within the chaos. 🌊✨
.
Captured by 📷 : @goprojectfotvid_grafer 
Editing by : me.
.
#beach #beachlifestyle #pantai #kalianda #kaliandahits #fyp #lampungselatan #lampung #wisatalampungselatan #blackandwhite #sumatera #vibesofvisuals #beachvibes🌊 #beach #beachlifestyle #photoshoot #photographer #explorelampungselatan #lampung #explorer #exploreindonesia #explore #explorebeach #wonderful_places #aesthetic #ａｅｓｔｈｅｔｉｃ",2025-09-10 12:52:33,,25
DOa9rFcE4V9,https://www.instagram.com/p/DOa9rFcE4V9/,"Dokumentasi Private Trip 4-6 September 2025 📸.

#dokumentasitrip #sebesiisland #explorelampungselatan #anakkrakatau #pulauumang #exploresebesi",2025-09-10 12:13:23,,24
DOXt6LNAT02,https://www.instagram.com/p/DOXt6LNAT02/,"Tanggal merah bukan sekadar libur, tapi reminder dari semesta untuk pulang, istirahat dan tidur dengan nyenyak✨
•
•
🎈Pantai Cukuh Perak, Suak - Lampung Selatan 
#pantaicukuhperak #suaklampung #explorelampungselatan #indonesiatanahsurga",2025-09-09 05:57:54,,68
DOV6gh0Ez1H,https://www.instagram.com/p/DOV6gh0Ez1H/,"✈️ September S-nya Siap Kabur!
Siapa nih yang lagi nyari slot opentrip dadakan buat healing sebelum quarter life crisis menyerang? 😂

Tag temen travel kamu biar makin rame jalan-jalannya! 🌍🧡.

#septemberchallenge #septembervibes #explorelampungselatan #liburanasik #anakgunungkrakatau #sebesiisland",2025-09-08 13:09:31,,9
DOTb4c_k_LD,https://www.instagram.com/p/DOTb4c_k_LD/,"Vitamin sea ☀️🌊
.
.
.
📍Rio The Beach , Lampung
#pantailampungselatan #explorelampungselatan #pantailampung #kaliandalampungselatan #pesonaindonesia_id #wonderful #riothebeachlampung",2025-09-07 14:03:25,,146
DOTGmswEaKa,https://www.instagram.com/p/DOTGmswEaKa/,"°Agenda Explore Sadulur°
Keseruan skuad Honda ADV Club Karawang ownERs yang explore pulau Sumatra khususnya pantai Krui Lampung om with @ahmad_alamin95 @fabssky @na.wijaya_ stay Safety balik kanannya ya om😇Will be join agenda AES-Hacker Family? Let's DM Mimin yak

#AES(Agenda Explore Sadulur)
#advtouringbike 
#lampungviralfyp 
#explorelampungselatan",2025-09-07 10:57:30,,25
DOSV3SUgali,https://www.instagram.com/p/DOSV3SUgali/,"Puncak mana lagi yang harus ku daki???
sedangkan puncak tertinggi adalah tidur dirumah💫
•
•
🎈Bukit Slimpuyang, Suak - Kec. Sidomulyo

#bukitslimpuyangsidomulyo #pejalansantai
#explorelampungselatan #mahasiswabatasakhir #tidurberkualitas",2025-09-07 03:51:35,,104
